,symbol,metric,value
5050,MRO,PE Ratio (TTM),10.66 
5051,MRO,EPS (TTM),2.42 
5052,MRO,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
5053,MRO,Forward Dividend & Yield,0.44 (1.70%)
5054,MRO,Ex-Dividend Date,"May 14, 2024"
5055,MRO,1y Target Est,34.32 
5056,MPC,Previous Close,176.02 
5057,MPC,Open,177.88 
5058,MPC,Bid,177.16 x 1000
5059,MPC,Ask,177.22 x 1000
5060,MPC,Day's Range,175.66 - 177.93 
5061,MPC,52 Week Range,104.32 - 221.11 
5062,MPC,Volume,"548,895 "
5063,MPC,Avg. Volume,"2,642,017 "
5064,MPC,Market Cap (intraday),62.433B 
5065,MPC,Beta (5Y Monthly),1.54
5066,MPC,PE Ratio (TTM),8.81 
5067,MPC,EPS (TTM),20.12 
5068,MPC,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
5069,MPC,Forward Dividend & Yield,3.30 (1.87%)
5070,MPC,Ex-Dividend Date,"May 15, 2024"
5071,MPC,1y Target Est,216.47 
5072,MKTX,Previous Close,214.71 
5073,MKTX,Open,214.79 
5074,MKTX,Bid,215.47 x 100
5075,MKTX,Ask,215.81 x 100
5076,MKTX,Day's Range,213.89 - 217.21 
5077,MKTX,52 Week Range,198.01 - 297.97 
5078,MKTX,Volume,"294,605 "
5079,MKTX,Avg. Volume,"401,524 "
5080,MKTX,Market Cap (intraday),8.175B 
5081,MKTX,Beta (5Y Monthly),0.98
5082,MKTX,PE Ratio (TTM),31.68 
5083,MKTX,EPS (TTM),6.81 
5084,MKTX,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
5085,MKTX,Forward Dividend & Yield,2.96 (1.38%)
5086,MKTX,Ex-Dividend Date,"May 21, 2024"
5087,MKTX,1y Target Est,235.67 
5088,MAR,Previous Close,235.53 
5089,MAR,Open,236.50 
5090,MAR,Bid,234.66 x 100
5091,MAR,Ask,235.09 x 200
5092,MAR,Day's Range,234.25 - 236.50 
5093,MAR,52 Week Range,165.13 - 260.57 
5094,MAR,Volume,"320,204 "
5095,MAR,Avg. Volume,"1,409,579 "
5096,MAR,Market Cap (intraday),67.104B 
5097,MAR,Beta (5Y Monthly),1.62
5098,MAR,PE Ratio (TTM),24.27 
5099,MAR,EPS (TTM),9.68 
5100,MAR,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
5101,MAR,Forward Dividend & Yield,2.52 (1.07%)
5102,MAR,Ex-Dividend Date,"May 23, 2024"
5103,MAR,1y Target Est,245.74 
5104,MMC,Previous Close,210.82 
5105,MMC,Open,210.40 
5106,MMC,Bid,209.35 x 900
5107,MMC,Ask,209.43 x 800
5108,MMC,Day's Range,209.05 - 210.15 
5109,MMC,52 Week Range,171.47 - 211.53 
5110,MMC,Volume,"282,426 "
5111,MMC,Avg. Volume,"1,575,911 "
5112,MMC,Market Cap (intraday),103.167B 
5113,MMC,Beta (5Y Monthly),0.89
5114,MMC,PE Ratio (TTM),26.58 
5115,MMC,EPS (TTM),7.88 
5116,MMC,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
5117,MMC,Forward Dividend & Yield,2.84 (1.35%)
5118,MMC,Ex-Dividend Date,"Apr 3, 2024"
5119,MMC,1y Target Est,213.17 
5120,MLM,Previous Close,603.20 
5121,MLM,Open,606.59 
5122,MLM,Bid,482.98 x 1000
5123,MLM,Ask,612.43 x 800
5124,MLM,Day's Range,605.86 - 613.57 
5125,MLM,52 Week Range,389.90 - 626.67 
5126,MLM,Volume,"339,407 "
5127,MLM,Avg. Volume,"464,125 "
5128,MLM,Market Cap (intraday),37.627B 
5129,MLM,Beta (5Y Monthly),0.95
5130,MLM,PE Ratio (TTM),17.95 
5131,MLM,EPS (TTM),34.00 
5132,MLM,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
5133,MLM,Forward Dividend & Yield,2.96 (0.48%)
5134,MLM,Ex-Dividend Date,"Mar 1, 2024"
5135,MLM,1y Target Est,644.55 
5136,MAS,Previous Close,68.96 
5137,MAS,Open,69.01 
5138,MAS,Bid,68.25 x 800
5139,MAS,Ask,68.28 x 1200
5140,MAS,Day's Range,68.05 - 69.13 
5141,MAS,52 Week Range,47.66 - 78.94 
5142,MAS,Volume,"345,141 "
5143,MAS,Avg. Volume,"1,974,759 "
5144,MAS,Market Cap (intraday),15.066B 
5145,MAS,Beta (5Y Monthly),1.29
5146,MAS,PE Ratio (TTM),16.77 
5147,MAS,EPS (TTM),4.08 
5148,MAS,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
5149,MAS,Forward Dividend & Yield,1.16 (1.68%)
5150,MAS,Ex-Dividend Date,"May 23, 2024"
5151,MAS,1y Target Est,80.31 
5152,MA,Previous Close,460.27 
5153,MA,Open,459.48 
5154,MA,Bid,--
5155,MA,Ask,--
5156,MA,Day's Range,458.78 - 462.22 
5157,MA,52 Week Range,357.85 - 490.00 
5158,MA,Volume,"1,397,020 "
5159,MA,Avg. Volume,"2,368,666 "
5160,MA,Market Cap (intraday),427.307B 
5161,MA,Beta (5Y Monthly),1.08
5162,MA,PE Ratio (TTM),36.51 
5163,MA,EPS (TTM),12.59 
5164,MA,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
5165,MA,Forward Dividend & Yield,2.64 (0.57%)
5166,MA,Ex-Dividend Date,"Apr 8, 2024"
5167,MA,1y Target Est,470.03 
5168,MTCH,Previous Close,30.38 
5169,MTCH,Open,30.31 
5170,MTCH,Bid,29.96 x 1000
5171,MTCH,Ask,30.03 x 1200
5172,MTCH,Day's Range,29.97 - 30.73 
5173,MTCH,52 Week Range,27.66 - 49.24 
5174,MTCH,Volume,"3,891,101 "
5175,MTCH,Avg. Volume,"5,584,267 "
5176,MTCH,Market Cap (intraday),8.071B 
5177,MTCH,Beta (5Y Monthly),1.51
5178,MTCH,PE Ratio (TTM),13.35 
5179,MTCH,EPS (TTM),2.25 
5180,MTCH,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
5181,MTCH,Forward Dividend & Yield,--
5182,MTCH,Ex-Dividend Date,"Nov 10, 2015"
5183,MTCH,1y Target Est,37.95 
5184,MKC,Previous Close,74.00 
5185,MKC,Open,73.60 
5186,MKC,Bid,70.00 x 800
5187,MKC,Ask,76.29 x 800
5188,MKC,Day's Range,73.25 - 74.00 
5189,MKC,52 Week Range,59.13 - 94.39 
5190,MKC,Volume,"1,721,020 "
5191,MKC,Avg. Volume,"1,837,887 "
5192,MKC,Market Cap (intraday),19.774B 
5193,MKC,Beta (5Y Monthly),0.72
5194,MKC,PE Ratio (TTM),28.11 
5195,MKC,EPS (TTM),2.62 
5196,MKC,Earnings Date,"Jun 27, 2024 - Jul 1, 2024"
5197,MKC,Forward Dividend & Yield,1.68 (2.28%)
5198,MKC,Ex-Dividend Date,"Apr 5, 2024"
5199,MKC,1y Target Est,76.72 
5200,MCD,Previous Close,265.77 
5201,MCD,Open,265.13 
5202,MCD,Bid,261.27 x 1000
5203,MCD,Ask,261.36 x 1200
5204,MCD,Day's Range,261.13 - 265.62 
5205,MCD,52 Week Range,245.73 - 302.39 
5206,MCD,Volume,"1,882,891 "
5207,MCD,Avg. Volume,"3,314,506 "
5208,MCD,Market Cap (intraday),188.448B 
5209,MCD,Beta (5Y Monthly),0.71
5210,MCD,PE Ratio (TTM),22.22 
5211,MCD,EPS (TTM),11.77 
5212,MCD,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
5213,MCD,Forward Dividend & Yield,6.68 (2.51%)
5214,MCD,Ex-Dividend Date,"Feb 29, 2024"
5215,MCD,1y Target Est,314.22 
5216,MCK,Previous Close,557.38 
5217,MCK,Open,558.09 
5218,MCK,Bid,560.86 x 800
5219,MCK,Ask,561.27 x 900
5220,MCK,Day's Range,558.09 - 564.12 
5221,MCK,52 Week Range,373.28 - 566.16 
5222,MCK,Volume,"192,859 "
5223,MCK,Avg. Volume,"676,435 "
5224,MCK,Market Cap (intraday),72.916B 
5225,MCK,Beta (5Y Monthly),0.45
5226,MCK,PE Ratio (TTM),25.03 
5227,MCK,EPS (TTM),22.41 
5228,MCK,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
5229,MCK,Forward Dividend & Yield,2.48 (0.44%)
5230,MCK,Ex-Dividend Date,"Jun 3, 2024"
5231,MCK,1y Target Est,595.69 
5232,MDT,Previous Close,84.51 
5233,MDT,Open,84.54 
5234,MDT,Bid,84.85 x 900
5235,MDT,Ask,84.86 x 900
5236,MDT,Day's Range,84.50 - 85.07 
5237,MDT,52 Week Range,68.84 - 91.00 
5238,MDT,Volume,"654,257 "
5239,MDT,Avg. Volume,"5,993,380 "
5240,MDT,Market Cap (intraday),112.64B 
5241,MDT,Beta (5Y Monthly),0.80
5242,MDT,PE Ratio (TTM),26.93 
5243,MDT,EPS (TTM),3.15 
5244,MDT,Earnings Date,"May 23, 2024"
5245,MDT,Forward Dividend & Yield,2.76 (3.27%)
5246,MDT,Ex-Dividend Date,"Mar 21, 2024"
5247,MDT,1y Target Est,94.00 
5248,MRK,Previous Close,131.10 
5249,MRK,Open,130.90 
5250,MRK,Bid,131.14 x 1000
5251,MRK,Ask,131.17 x 800
5252,MRK,Day's Range,130.31 - 131.92 
5253,MRK,52 Week Range,99.14 - 133.10 
5254,MRK,Volume,"2,034,400 "
5255,MRK,Avg. Volume,"8,222,070 "
5256,MRK,Market Cap (intraday),332.558B 
5257,MRK,Beta (5Y Monthly),0.40
5258,MRK,PE Ratio (TTM),145.89 
5259,MRK,EPS (TTM),0.90 
5260,MRK,Earnings Date,"Jul 30, 2024"
5261,MRK,Forward Dividend & Yield,3.08 (2.35%)
5262,MRK,Ex-Dividend Date,"Mar 14, 2024"
5263,MRK,1y Target Est,141.42 
5264,META,Previous Close,467.78 
5265,META,Open,472.70 
5266,META,Bid,465.03 x 300
5267,META,Ask,472.35 x 100
5268,META,Day's Range,465.13 - 474.36 
5269,META,52 Week Range,249.17 - 531.49 
5270,META,Volume,"4,721,163 "
5271,META,Avg. Volume,"15,833,479 "
5272,META,Market Cap (intraday),1.198T 
5273,META,Beta (5Y Monthly),1.21
5274,META,PE Ratio (TTM),27.14 
5275,META,EPS (TTM),17.40 
5276,META,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
5277,META,Forward Dividend & Yield,2.00 (0.43%)
5278,META,Ex-Dividend Date,"Feb 21, 2024"
5279,META,1y Target Est,512.99 
5280,MET,Previous Close,72.59 
5281,MET,Open,72.36 
5282,MET,Bid,--
5283,MET,Ask,--
5284,MET,Day's Range,72.35 - 73.71 
5285,MET,52 Week Range,49.38 - 74.68 
5286,MET,Volume,"3,173,404 "
5287,MET,Avg. Volume,"2,997,651 "
5288,MET,Market Cap (intraday),51.82B 
5289,MET,Beta (5Y Monthly),1.03
5290,MET,PE Ratio (TTM),25.21 
5291,MET,EPS (TTM),2.89 
5292,MET,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
5293,MET,Forward Dividend & Yield,2.18 (2.99%)
5294,MET,Ex-Dividend Date,"May 6, 2024"
5295,MET,1y Target Est,-- 
5296,MTD,Previous Close,"1,501.78 "
5297,MTD,Open,"1,497.10 "
5298,MTD,Bid,--
5299,MTD,Ask,--
5300,MTD,Day's Range,"1,488.43 - 1,494.42 "
5301,MTD,52 Week Range,"928.50 - 1,535.86 "
5302,MTD,Volume,"16,068 "
5303,MTD,Avg. Volume,"135,882 "
5304,MTD,Market Cap (intraday),31.887B 
5305,MTD,Beta (5Y Monthly),1.16
5306,MTD,PE Ratio (TTM),41.77 
5307,MTD,EPS (TTM),35.74 
5308,MTD,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
5309,MTD,Forward Dividend & Yield,--
5310,MTD,Ex-Dividend Date,--
5311,MTD,1y Target Est,"1,365.56 "
5312,MGM,Previous Close,40.81 
5313,MGM,Open,40.58 
5314,MGM,Bid,40.08 x 800
5315,MGM,Ask,40.38 x 800
5316,MGM,Day's Range,39.92 - 40.73 
5317,MGM,52 Week Range,34.12 - 51.35 
5318,MGM,Volume,"2,933,340 "
5319,MGM,Avg. Volume,"3,341,072 "
5320,MGM,Market Cap (intraday),12.61B 
5321,MGM,Beta (5Y Monthly),2.22
5322,MGM,PE Ratio (TTM),15.34 
5323,MGM,EPS (TTM),2.62 
5324,MGM,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
5325,MGM,Forward Dividend & Yield,0.01 (0.03%)
5326,MGM,Ex-Dividend Date,"Dec 8, 2022"
5327,MGM,1y Target Est,56.44 
5328,MCHP,Previous Close,99.49 
5329,MCHP,Open,99.79 
5330,MCHP,Bid,98.67 x 100
5331,MCHP,Ask,98.94 x 200
5332,MCHP,Day's Range,97.68 - 100.30 
5333,MCHP,52 Week Range,68.75 - 100.30 
5334,MCHP,Volume,"2,256,421 "
5335,MCHP,Avg. Volume,"5,337,151 "
5336,MCHP,Market Cap (intraday),53.404B 
5337,MCHP,Beta (5Y Monthly),1.60
5338,MCHP,PE Ratio (TTM),28.40 
5339,MCHP,EPS (TTM),3.48 
5340,MCHP,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
5341,MCHP,Forward Dividend & Yield,1.81 (1.82%)
5342,MCHP,Ex-Dividend Date,"May 21, 2024"
5343,MCHP,1y Target Est,99.42 
5344,MU,Previous Close,127.50 
5345,MU,Open,127.66 
5346,MU,Bid,126.23 x 500
5347,MU,Ask,126.48 x 300
5348,MU,Day's Range,125.24 - 127.86 
5349,MU,52 Week Range,60.50 - 131.02 
5350,MU,Volume,"10,581,835 "
5351,MU,Avg. Volume,"23,087,490 "
5352,MU,Market Cap (intraday),139.839B 
5353,MU,Beta (5Y Monthly),1.28
5354,MU,PE Ratio (TTM),-- 
5355,MU,EPS (TTM),-3.44 
5356,MU,Earnings Date,"Jun 26, 2024 - Jul 1, 2024"
5357,MU,Forward Dividend & Yield,0.46 (0.36%)
5358,MU,Ex-Dividend Date,"Mar 28, 2024"
5359,MU,1y Target Est,143.58 
5360,MSFT,Previous Close,430.52 
5361,MSFT,Open,433.00 
5362,MSFT,Bid,431.71 x 200
5363,MSFT,Ask,432.06 x 100
5364,MSFT,Day's Range,429.79 - 433.60 
5365,MSFT,52 Week Range,309.45 - 433.60 
5366,MSFT,Volume,"6,290,915 "
5367,MSFT,Avg. Volume,"19,682,624 "
5368,MSFT,Market Cap (intraday),3.21T 
5369,MSFT,Beta (5Y Monthly),0.89
5370,MSFT,PE Ratio (TTM),37.43 
5371,MSFT,EPS (TTM),11.54 
5372,MSFT,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
5373,MSFT,Forward Dividend & Yield,3.00 (0.70%)
5374,MSFT,Ex-Dividend Date,"May 15, 2024"
5375,MSFT,1y Target Est,481.74 
5376,MAA,Previous Close,136.00 
5377,MAA,Open,135.72 
5378,MAA,Bid,135.07 x 800
5379,MAA,Ask,135.33 x 800
5380,MAA,Day's Range,134.24 - 135.44 
5381,MAA,52 Week Range,115.56 - 158.46 
5382,MAA,Volume,"206,724 "
5383,MAA,Avg. Volume,"720,653 "
5384,MAA,Market Cap (intraday),16.225B 
5385,MAA,Beta (5Y Monthly),0.79
5386,MAA,PE Ratio (TTM),28.36 
5387,MAA,EPS (TTM),4.77 
5388,MAA,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
5389,MAA,Forward Dividend & Yield,5.88 (4.32%)
5390,MAA,Ex-Dividend Date,"Jul 15, 2024"
5391,MAA,1y Target Est,138.93 
5392,MRNA,Previous Close,143.69 
5393,MRNA,Open,142.81 
5394,MRNA,Bid,163.32 x 200
5395,MRNA,Ask,163.66 x 100
5396,MRNA,Day's Range,142.81 - 164.88 
5397,MRNA,52 Week Range,62.55 - 164.88 
5398,MRNA,Volume,"12,606,057 "
5399,MRNA,Avg. Volume,"3,861,991 "
5400,MRNA,Market Cap (intraday),62.595B 
5401,MRNA,Beta (5Y Monthly),1.57
5402,MRNA,PE Ratio (TTM),-- 
5403,MRNA,EPS (TTM),-15.60 
5404,MRNA,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
5405,MRNA,Forward Dividend & Yield,--
5406,MRNA,Ex-Dividend Date,--
5407,MRNA,1y Target Est,137.59 
5408,MHK,Previous Close,119.56 
5409,MHK,Open,118.69 
5410,MHK,Bid,--
5411,MHK,Ask,--
5412,MHK,Day's Range,116.92 - 119.57 
5413,MHK,52 Week Range,76.02 - 131.19 
5414,MHK,Volume,"569,084 "
5415,MHK,Avg. Volume,"605,661 "
5416,MHK,Market Cap (intraday),7.635B 
5417,MHK,Beta (5Y Monthly),1.35
5418,MHK,PE Ratio (TTM),-- 
5419,MHK,EPS (TTM),-6.40 
5420,MHK,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
5421,MHK,Forward Dividend & Yield,--
5422,MHK,Ex-Dividend Date,--
5423,MHK,1y Target Est,125.50 
5424,MOH,Previous Close,345.40 
5425,MOH,Open,342.68 
5426,MOH,Bid,339.48 x 800
5427,MOH,Ask,339.91 x 800
5428,MOH,Day's Range,339.50 - 343.89 
5429,MOH,52 Week Range,266.35 - 423.92 
5430,MOH,Volume,"58,092 "
5431,MOH,Avg. Volume,"387,943 "
5432,MOH,Market Cap (intraday),19.947B 
5433,MOH,Beta (5Y Monthly),0.54
5434,MOH,PE Ratio (TTM),18.50 
5435,MOH,EPS (TTM),18.41 
5436,MOH,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
5437,MOH,Forward Dividend & Yield,--
5438,MOH,Ex-Dividend Date,--
5439,MOH,1y Target Est,400.98 
5440,TAP,Previous Close,54.48 
5441,TAP,Open,54.32 
5442,TAP,Bid,54.38 x 800
5443,TAP,Ask,54.41 x 900
5444,TAP,Day's Range,53.96 - 54.62 
5445,TAP,52 Week Range,53.96 - 70.90 
5446,TAP,Volume,"346,030 "
5447,TAP,Avg. Volume,"1,835,248 "
5448,TAP,Market Cap (intraday),11.489B 
5449,TAP,Beta (5Y Monthly),0.88
5450,TAP,PE Ratio (TTM),10.81 
5451,TAP,EPS (TTM),5.01 
5452,TAP,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
5453,TAP,Forward Dividend & Yield,1.76 (3.23%)
5454,TAP,Ex-Dividend Date,"Jun 7, 2024"
5455,TAP,1y Target Est,64.92 
5456,MDLZ,Previous Close,70.22 
5457,MDLZ,Open,70.00 
5458,MDLZ,Bid,69.41 x 300
5459,MDLZ,Ask,69.50 x 600
5460,MDLZ,Day's Range,68.97 - 70.00 
5461,MDLZ,52 Week Range,60.75 - 77.20 
5462,MDLZ,Volume,"1,069,856 "
5463,MDLZ,Avg. Volume,"8,061,516 "
5464,MDLZ,Market Cap (intraday),93.164B 
5465,MDLZ,Beta (5Y Monthly),0.55
5466,MDLZ,PE Ratio (TTM),22.12 
5467,MDLZ,EPS (TTM),3.14 
5468,MDLZ,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
5469,MDLZ,Forward Dividend & Yield,1.70 (2.42%)
5470,MDLZ,Ex-Dividend Date,"Mar 27, 2024"
5471,MDLZ,1y Target Est,82.18 
5472,MPWR,Previous Close,756.74 
5473,MPWR,Open,765.00 
5474,MPWR,Bid,760.05 x 100
5475,MPWR,Ask,764.45 x 100
5476,MPWR,Day's Range,751.59 - 773.88 
5477,MPWR,52 Week Range,392.10 - 778.15 
5478,MPWR,Volume,"429,895 "
5479,MPWR,Avg. Volume,"515,854 "
5480,MPWR,Market Cap (intraday),37.021B 
5481,MPWR,Beta (5Y Monthly),1.22
5482,MPWR,PE Ratio (TTM),90.87 
5483,MPWR,EPS (TTM),8.37 
5484,MPWR,Earnings Date,"Jul 29, 2024 - Aug 2, 2024"
5485,MPWR,Forward Dividend & Yield,5.00 (0.66%)
5486,MPWR,Ex-Dividend Date,"Mar 27, 2024"
5487,MPWR,1y Target Est,783.31 
5488,MNST,Previous Close,53.38 
5489,MNST,Open,53.33 
5490,MNST,Bid,53.14 x 500
5491,MNST,Ask,53.21 x 500
5492,MNST,Day's Range,53.12 - 53.44 
5493,MNST,52 Week Range,47.13 - 61.23 
5494,MNST,Volume,"696,443 "
5495,MNST,Avg. Volume,"5,658,580 "
5496,MNST,Market Cap (intraday),55.745B 
5497,MNST,Beta (5Y Monthly),0.74
5498,MNST,PE Ratio (TTM),33.66 
5499,MNST,EPS (TTM),1.58 
5500,MNST,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
5501,MNST,Forward Dividend & Yield,--
5502,MNST,Ex-Dividend Date,--
5503,MNST,1y Target Est,62.77 
5504,MCO,Previous Close,415.09 
5505,MCO,Open,415.34 
5506,MCO,Bid,412.86 x 800
5507,MCO,Ask,413.15 x 1000
5508,MCO,Day's Range,410.96 - 415.47 
5509,MCO,52 Week Range,298.86 - 417.75 
5510,MCO,Volume,"105,085 "
5511,MCO,Avg. Volume,"703,980 "
5512,MCO,Market Cap (intraday),75.391B 
5513,MCO,Beta (5Y Monthly),1.26
5514,MCO,PE Ratio (TTM),45.02 
5515,MCO,EPS (TTM),9.17 
5516,MCO,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
5517,MCO,Forward Dividend & Yield,3.40 (0.82%)
5518,MCO,Ex-Dividend Date,"May 16, 2024"
5519,MCO,1y Target Est,411.92 
5520,MS,Previous Close,100.33 
5521,MS,Open,100.31 
5522,MS,Bid,101.30 x 1000
5523,MS,Ask,101.53 x 800
5524,MS,Day's Range,100.15 - 103.25 
5525,MS,52 Week Range,69.42 - 103.25 
5526,MS,Volume,"8,319,822 "
5527,MS,Avg. Volume,"7,834,841 "
5528,MS,Market Cap (intraday),165.002B 
5529,MS,Beta (5Y Monthly),1.40
5530,MS,PE Ratio (TTM),18.26 
5531,MS,EPS (TTM),5.56 
5532,MS,Earnings Date,"Jul 16, 2024 - Jul 22, 2024"
5533,MS,Forward Dividend & Yield,3.40 (3.39%)
5534,MS,Ex-Dividend Date,"Apr 29, 2024"
5535,MS,1y Target Est,99.26 
5536,MOS,Previous Close,31.75 
5537,MOS,Open,32.00 
5538,MOS,Bid,31.44 x 900
5539,MOS,Ask,31.44 x 1100
5540,MOS,Day's Range,31.25 - 32.10 
5541,MOS,52 Week Range,27.83 - 42.81 
5542,MOS,Volume,"904,766 "
5543,MOS,Avg. Volume,"4,544,937 "
5544,MOS,Market Cap (intraday),10.119B 
5545,MOS,Beta (5Y Monthly),1.51
5546,MOS,PE Ratio (TTM),13.34 
5547,MOS,EPS (TTM),2.36 
5548,MOS,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
5549,MOS,Forward Dividend & Yield,0.84 (2.65%)
5550,MOS,Ex-Dividend Date,"Jun 5, 2024"
5551,MOS,1y Target Est,35.79 
5552,MSI,Previous Close,371.07 
5553,MSI,Open,369.84 
5554,MSI,Bid,367.13 x 800
5555,MSI,Ask,367.56 x 900
5556,MSI,Day's Range,366.01 - 369.75 
5557,MSI,52 Week Range,269.65 - 372.01 
5558,MSI,Volume,"92,389 "
5559,MSI,Avg. Volume,"669,632 "
5560,MSI,Market Cap (intraday),61.352B 
5561,MSI,Beta (5Y Monthly),0.91
5562,MSI,PE Ratio (TTM),45.47 
5563,MSI,EPS (TTM),8.09 
5564,MSI,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
5565,MSI,Forward Dividend & Yield,3.92 (1.06%)
5566,MSI,Ex-Dividend Date,"Jun 14, 2024"
5567,MSI,1y Target Est,371.23 
5568,MSCI,Previous Close,512.26 
5569,MSCI,Open,511.29 
5570,MSCI,Bid,--
5571,MSCI,Ask,--
5572,MSCI,Day's Range,502.55 - 515.47 
5573,MSCI,52 Week Range,439.95 - 617.39 
5574,MSCI,Volume,"792,931 "
5575,MSCI,Avg. Volume,"633,751 "
5576,MSCI,Market Cap (intraday),40.05B 
5577,MSCI,Beta (5Y Monthly),1.09
5578,MSCI,PE Ratio (TTM),34.48 
5579,MSCI,EPS (TTM),14.66 
5580,MSCI,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
5581,MSCI,Forward Dividend & Yield,6.40 (1.27%)
5582,MSCI,Ex-Dividend Date,"May 16, 2024"
5583,MSCI,1y Target Est,555.80 
5584,NDAQ,Previous Close,62.45 
5585,NDAQ,Open,62.45 
5586,NDAQ,Bid,62.18 x 800
5587,NDAQ,Ask,67.24 x 200
5588,NDAQ,Day's Range,61.99 - 62.52 
5589,NDAQ,52 Week Range,46.88 - 64.25 
5590,NDAQ,Volume,"193,126 "
5591,NDAQ,Avg. Volume,"3,464,667 "
5592,NDAQ,Market Cap (intraday),35.889B 
5593,NDAQ,Beta (5Y Monthly),0.94
5594,NDAQ,PE Ratio (TTM),33.29 
5595,NDAQ,EPS (TTM),1.87 
5596,NDAQ,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
5597,NDAQ,Forward Dividend & Yield,0.96 (1.54%)
5598,NDAQ,Ex-Dividend Date,"Jun 14, 2024"
5599,NDAQ,1y Target Est,65.33 
5600,NTAP,Previous Close,114.11 
5601,NTAP,Open,115.00 
5602,NTAP,Bid,115.26 x 200
5603,NTAP,Ask,115.56 x 200
5604,NTAP,Day's Range,114.79 - 115.93 
5605,NTAP,52 Week Range,66.01 - 115.93 
5606,NTAP,Volume,"255,558 "
5607,NTAP,Avg. Volume,"2,052,870 "
5608,NTAP,Market Cap (intraday),23.813B 
5609,NTAP,Beta (5Y Monthly),1.26
5610,NTAP,PE Ratio (TTM),26.29 
5611,NTAP,EPS (TTM),4.39 
5612,NTAP,Earnings Date,"May 30, 2024"
5613,NTAP,Forward Dividend & Yield,2.00 (1.75%)
5614,NTAP,Ex-Dividend Date,"Apr 4, 2024"
5615,NTAP,1y Target Est,107.15 
5616,NFLX,Previous Close,640.47 
5617,NFLX,Open,642.34 
5618,NFLX,Bid,640.62 x 100
5619,NFLX,Ask,641.32 x 100
5620,NFLX,Day's Range,635.33 - 642.70 
5621,NFLX,52 Week Range,344.73 - 650.88 
5622,NFLX,Volume,"717,525 "
5623,NFLX,Avg. Volume,"3,523,869 "
5624,NFLX,Market Cap (intraday),276.033B 
5625,NFLX,Beta (5Y Monthly),1.23
5626,NFLX,PE Ratio (TTM),44.45 
5627,NFLX,EPS (TTM),14.41 
5628,NFLX,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
5629,NFLX,Forward Dividend & Yield,--
5630,NFLX,Ex-Dividend Date,--
5631,NFLX,1y Target Est,647.60 
5632,NEM,Previous Close,42.39 
5633,NEM,Open,41.88 
5634,NEM,Bid,41.40 x 1000
5635,NEM,Ask,41.38 x 900
5636,NEM,Day's Range,41.08 - 41.98 
5637,NEM,52 Week Range,29.42 - 45.92 
5638,NEM,Volume,"3,910,191 "
5639,NEM,Avg. Volume,"13,814,391 "
5640,NEM,Market Cap (intraday),47.89B 
5641,NEM,Beta (5Y Monthly),0.49
5642,NEM,PE Ratio (TTM),-- 
5643,NEM,EPS (TTM),-3.27 
5644,NEM,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
5645,NEM,Forward Dividend & Yield,1.00 (2.36%)
5646,NEM,Ex-Dividend Date,"Jun 4, 2024"
5647,NEM,1y Target Est,63.69 
5648,NWSA,Previous Close,26.29 
5649,NWSA,Open,26.29 
5650,NWSA,Bid,25.90 x 600
5651,NWSA,Ask,25.99 x 500
5652,NWSA,Day's Range,25.94 - 26.33 
5653,NWSA,52 Week Range,18.14 - 28.00 
5654,NWSA,Volume,"2,371,661 "
5655,NWSA,Avg. Volume,"2,789,258 "
5656,NWSA,Market Cap (intraday),14.931B 
5657,NWSA,Beta (5Y Monthly),1.36
5658,NWSA,PE Ratio (TTM),70.14 
5659,NWSA,EPS (TTM),0.37 
5660,NWSA,Earnings Date,"Aug 8, 2024 - Aug 12, 2024"
5661,NWSA,Forward Dividend & Yield,0.20 (0.77%)
